FECHA;HORA;CO_CENTENARIO;NO2_CENTENARIO;PM10_CENTENARIO;CO_CORDOBA;NO2_CORDOBA;PM10_CORDOBA;CO_LA_BOCA;NO2_LA_BOCA;PM10_LA_BOCA
31/01/2018;4;0,29;14;24;0,61;9;26;0,47;20;57
31/01/2018;5;0,26;6;24;0,56;11;26;0,47;17;56
31/01/2018;6;0,24;8;23;0,5;11;26;0,45;15;56
31/01/2018;7;0,23;9;23;0,46;8;26;0,46;17;56
31/01/2018;8;0,24;11;23;0,42;10;26;0,46;17;56
31/01/2018;9;0,24;10;23;0,39;8;26;0,47;22;56
31/01/2018;10;0,26;11;23;0,37;9;26;0,49;25;56
31/01/2018;11;0,28;13;23;0,37;20;26;0,5;20;57
31/01/2018;12;0,31;12;23;0,39;30;27;0,51;19;56
31/01/2018;13;0,33;13;23;0,41;30;28;0,52;20;55
31/01/2018;14;0,34;11;23;0,44;29;28;0,53;20;55
31/01/2018;15;0,35;18;23;0,47;21;28;0,53;27;55
31/01/2018;16;0,34;19;24;0,52;22;28;0,54;28;54
31/01/2018;17;0,33;12;25;0,55;20;28;0,52;22;55
31/01/2018;18;0,31;11;25;0,59;20;27;0,5;21;54
31/01/2018;19;0,31;16;24;0,62;27;27;0,5;22;51
31/01/2018;20;0,31;16;24;0,63;25;26;0,48;20;39
31/01/2018;21;0,3;14;24;0,63;19;26;0,47;23;37
31/01/2018;22;0,31;24;24;0,62;18;26;0,47;27;37
31/01/2018;23;0,31;15;24;0,59;17;25;0,45;21;36
31/01/2018;24;0,31;11;24;0,55;17;25;0,43;17;35
